2008-10-01,MTX Audio,-642.89
2008-10-01,Strayer-Voigt  Inc.,-351.53
2008-10-01,General Dynamics,-816.7
2008-10-01,Calpine,-2171.54
2008-10-01,Lockheed Martin,-4777.03
2008-10-02,Peabody Energy,-160.3
2008-10-02,Miller Brewing Company,-17.1
2008-10-02,Authentic Brands Group,-3811.78
2008-10-02,Mozilla Foundation,-438.7
2008-10-02,656547,-176.84
2008-10-02,Long John Silver's,1779.99
2008-10-02,Aerojet Rocketdyne,5414.5
2008-10-02,Black Angus Steakhouse,362.62
2008-10-03,Peabody Energy,-2439.22
2008-10-03,GTECH,-1891.43
2008-10-03,32325,-1169.24
2008-10-03,Gerber Scientific,-3532.9
2008-10-03,Bollinger Shipyards,5692.46
2008-10-04,Cerner,-151.85
2008-10-05,IBM,-26.01
2008-10-05,Aéropostale,1574.45
2008-10-05,Commercial Metals Company,1942.78
2008-10-05,AGCO,-217.17
2008-10-05,Sabre Holdings,-1246.97
2008-10-05,Royal Caribbean International,-456.68
2008-10-05,ConocoPhillips,-274.92
2008-10-06,AECOM,-174.16
2008-10-06,Leggett & Platt,-1910.77
2008-10-06,Necco,1163.3
2008-10-06,Steel Dynamics,-143.53
2008-10-06,Neiman Marcus Group,-2044.29
2008-10-06,Accuride Corporation,-5102.13
2008-10-06,Pulte Homes,-422.52
2008-10-08,Rockstar  Inc.,-362.66
2008-10-08,Hewlett-Packard,-1527.4
2008-10-10,Franklin Templeton,-2926.03
2008-10-10,Bollinger Shipyards,-4264.2
2008-10-11,Franklin Templeton,-2560.66
2008-10-11,32325,-1069.25
2008-10-11,Manpower  Inc.,6559.9
2008-10-11,Bed Bath & Beyond,-310.23
2008-10-12,Gateway  Inc.,-3231.99
2008-10-12,Ally Financial,412.11
2008-10-12,Crown Equipment Corporation,-8015.95
2008-10-13,Ann Taylor,402.44
2008-10-13,Dish Network,-4434.85
2008-10-13,Northwest Airlines,-19.22
2008-10-13,Boyer Brothers,-26.51
2008-10-14,ConAgra Foods,3350.82
2008-10-14,Bigelow Tea Company,-15.79
2008-10-14,FedEx,-266.2
2008-10-14,Seattle's Best Coffee,-307.81
2008-10-15,ITT Technical Institute,-2208.38
2008-10-15,Swayne  Robinson and Company,6435.25
2008-10-15,32325,-1301.2
2008-10-15,Control Data Corporation (CDC),1896.32
2008-10-15,GE Consumer & Industrial,-3120.48
2008-10-15,Intuit,6014.44
2008-10-15,ConverDyn,-129.18
2008-10-17,ACN Inc.,387.21
2008-10-17,American Apparel,-450.12
2008-10-17,Sigma-Aldrich,5097.85
2008-10-17,Day & Zimmermann,-40.61
2008-10-17,Genworth Financial,67.55
2008-10-17,Kahala Corporation,-488.12
2008-10-17,Dean Foods,-1857.37
2008-10-18,Nathan's Famous  Inc.,1116.62
2008-10-18,Black Angus Steakhouse,-7459.9
2008-10-19,Apollo Group,-3935.49
2008-10-19,Newell Rubbermaid,3710.43
2008-10-19,Shure,-2536.58
2008-10-20,Beam Inc.,-2120.0
2008-10-20,Human Kinetics,203.91
2008-10-20,656547,-1734.12
2008-10-20,Kerr-McGee,-4856.15
2008-10-20,Kaman Aerospace,-1010.6
2008-10-20,Mohawk Industries,3698.91
2008-10-20,AbbVie,3791.09
2008-10-21,Expeditors International,-3437.31
2008-10-22,Blyth  Inc.,-1853.16
2008-10-23,The Hershey Company,-5701.03
2008-10-23,Blistex  Inc.,-2323.7
2008-10-23,Hess Corporation,-4594.3
2008-10-23,Ashland Inc.,-7410.57
2008-10-23,Chicago Bridge & Iron Company,3622.81
2008-10-23,Arizona Beverage Company,-104.18
2008-10-23,CoolTouch Monitors,-1086.67
2008-10-24,DineEquity,-5819.46
2008-10-25,Symantec,-7327.03
2008-10-25,Movado,-2134.44
2008-10-25,Sprint Corporation,-6294.0
2008-10-25,Kenworth,-327.58
2008-10-26,Anchor Brewing Company,-1468.51
2008-10-26,Big 5 Sporting Goods,-3711.36
2008-10-26,Diebold,-73.44
2008-10-27,Prestige Brands,1680.65
2008-10-27,Ebonite International,-3580.86
2008-10-27,55554,-3753.41
2008-10-27,Popeyes Louisiana Kitchen,-3079.85
2008-10-28,Cirrus Aircraft Corporation,2.73
2008-10-28,Rollins Inc.,-3189.14
2008-10-28,Morgan Stanley,-813.48
2008-10-28,ADTRAN,-53.07
2008-10-28,A. Schulman,-2385.7
2008-10-28,Medtronic,5987.6
2008-10-28,Sun-Maid Growers of California,-1976.13
2008-10-29,Genuine Parts Company,1434.57
2008-10-29,Piggybackr,-1496.82
2008-10-30,Applied Biosystems,-2133.99
2008-10-30,AirTran Holdings,-4462.5
2008-10-30,656547,-5097.71
2008-10-30,Midway Games,2033.87
2008-10-30,Perdue Farms,-61.63
2008-10-30,eBay,-2971.72
2008-10-31,Joseph A. Bank Clothiers,-1211.86
