2010-11-01,Morgan Stanley,5650.31
2010-11-01,Compuware,382.09
2010-11-01,55554,-2263.32
2010-11-02,Oshkosh Corporation,-1237.2
2010-11-02,Rockwell Automation,1356.39
2010-11-03,Bloomin' Brands,-275.15
2010-11-03,House of Deréon,-1511.25
2010-11-03,Ally Financial,3880.25
2010-11-03,Dollar General,-4825.62
2010-11-03,55554,-3164.47
2010-11-03,Control Data Corporation (CDC),-1407.89
2010-11-03,ADC Telecommunications,-120.33
2010-11-04,Edward Jones,-2878.09
2010-11-04,Boyer Brothers,-1565.88
2010-11-04,Atari,1326.71
2010-11-04,Fry's Electronics,-88.43
2010-11-04,656547,-198.37
2010-11-04,BlackRock,3353.66
2010-11-05,RCA,-639.1
2010-11-05,Golden Corral,3635.45
2010-11-05,McGraw-Hill,-720.1
2010-11-05,Fry's Electronics,-5257.52
2010-11-05,Curves International,-187.54
2010-11-05,H-E-B,-850.35
2010-11-05,The Greenbrier Companies,-7211.0
2010-11-06,Boyd Gaming,-9.38
2010-11-06,55554,-153.36
2010-11-06,Daktronics,-2728.01
2010-11-06,Hain Celestial Group,-3700.85
2010-11-07,Schneider National  Inc.,-932.26
2010-11-08,Activision Blizzard,194.66
2010-11-09,Freddie Mac (Federal Home Loan Mortgage Corporation),1741.4
2010-11-09,Luby's Inc.,681.49
2010-11-09,Cardinal Health,626.89
2010-11-09,Spectrum Brands,-6498.05
2010-11-09,American Broadcasting Company,-4646.69
2010-11-09,55554,-568.84
2010-11-09,Tenet Healthcare,3457.7
2010-11-09,Liberty Tax Service,-3036.74
2010-11-10,Office Depot,-854.5
2010-11-10,Halliburton,-630.19
2010-11-10,Quest Software,-2104.98
2010-11-10,Casco Bay Lines,3113.49
2010-11-10,Aleris,-1504.72
2010-11-11,Knight's Armament Company,-160.82
2010-11-11,Blockbuster LLC,-502.96
2010-11-11,Cabot Oil & Gas,2028.64
2010-11-11,Booz Allen Hamilton,4210.73
2010-11-11,RCA,-824.58
2010-11-12,Family Dollar Stores,1098.03
2010-11-12,32325,-5635.85
2010-11-12,Kmart,-616.68
2010-11-13,Domtar,-6023.87
2010-11-13,55554,-6422.02
2010-11-13,First Hawaiian Bank,373.78
2010-11-13,Eastman Chemical Company,5079.36
2010-11-13,Precision Castparts Corp.,474.02
2010-11-13,Eli Lilly and Company,-1642.84
2010-11-13,Gillette,4511.22
2010-11-13,Cubic Corporation,-280.76
2010-11-14,PSSC Labs,2397.62
2010-11-14,Magnavox,709.1
2010-11-14,Schnitzer Steel Industries,176.17
2010-11-14,Nielsen,-3650.58
2010-11-14,Schlumberger,18.44
2010-11-14,Colgate-Palmolive,1242.25
2010-11-15,Northrop Grumman,4855.67
2010-11-15,32325,-285.69
2010-11-15,Amazon.com,-14.26
2010-11-15,Kampgrounds of America (KOA),-2012.16
2010-11-15,Control Data Corporation (CDC),-122.62
2010-11-15,Esselte,1771.57
2010-11-15,NetApp,-3772.49
2010-11-16,Lumencraft,-6626.93
2010-11-16,SPX Corporation,514.79
2010-11-16,SCANA Corporation,5343.45
2010-11-16,Sonic Solutions,-2177.46
2010-11-16,Gatorade,-475.52
2010-11-17,Estée Lauder Companies,-3361.32
2010-11-17,AMR Corporation,2035.57
2010-11-17,Kaiser Permanente,832.07
2010-11-17,Arizona Stock Exchange,1498.26
2010-11-17,Synopsys,1043.33
2010-11-17,32325,-445.65
2010-11-17,Google,4125.87
2010-11-18,Iconix Brand Group,-1216.2
2010-11-18,32325,-719.58
2010-11-19,ITT Technical Institute,-6367.95
2010-11-19,Northwest Airlines,-1196.02
2010-11-20,Convergys,-4938.29
2010-11-20,Hobbico  Inc.,4823.99
2010-11-20,55554,-2318.04
2010-11-21,Extron,-776.74
2010-11-21,Oracle Financial Services Software,-624.63
2010-11-21,Safeco,7816.82
2010-11-21,REI (Recreational Equipment Inc.),-961.17
2010-11-21,Carlyle Group,-584.45
2010-11-21,Allison Transmission,-1011.59
2010-11-22,Au Bon Pain,183.59
2010-11-22,55554,-1395.18
2010-11-22,Chesapeake Energy,3908.42
2010-11-22,Ceridian,-3089.23
2010-11-22,656547,-2142.75
2010-11-22,Fidelity National Information Services,-2870.54
2010-11-23,AMR Corporation,6408.79
2010-11-23,Marie Callender's,1841.8
2010-11-23,Fry's Electronics,3002.55
2010-11-24,Mercury Insurance Group,-86.81
2010-11-24,Pfizer,1275.43
2010-11-24,PMC-Sierra,-3697.67
2010-11-24,Southwest Airlines,-1926.94
2010-11-25,THQ,-6269.71
2010-11-25,Southern Wine & Spirits,313.91
2010-11-25,National Beverage,4885.15
2010-11-25,Sysco Corporation,-436.65
2010-11-25,Papa Murphy's,-1272.54
2010-11-25,656547,-1693.7
2010-11-26,Plains All American Pipeline,3403.44
2010-11-26,Chugach Alaska Corporation,3136.07
2010-11-27,Forum Communications,3847.17
2010-11-27,Pfizer,-2645.1
2010-11-27,Becton Dickinson,-1796.71
2010-11-27,International Paper,-1243.25
2010-11-27,Harbor Freight Tools,-417.19
2010-11-27,JM Family Enterprises,2436.1
2010-11-28,Olan Mills,-1884.67
2010-11-29,Nvidia,-72.43
2010-11-29,Alliance Rubber Company,-4765.67
2010-11-30,Fabrik Inc.,-261.86
