2009-07-01,Stew Leonard's,-3263.38
2009-07-01,Seneca Foods Corporation,-2291.47
2009-07-01,REI (Recreational Equipment Inc.),-3231.73
2009-07-02,Sterling Ledet & Associates,-6183.12
2009-07-02,Polaris Industries,-1200.92
2009-07-03,Gemini Sound Products,-3028.43
2009-07-03,Qualcomm,5653.83
2009-07-03,Hain Celestial Group,-2669.24
2009-07-03,The Hanover Insurance Group,-93.23
2009-07-03,Allied Insurance,-344.1
2009-07-03,Stew Leonard's,-856.71
2009-07-03,EchoStar,-528.78
2009-07-05,Dominion Resources,-6561.55
2009-07-05,Consol Energy,45.09
2009-07-05,SkyWest Airlines,-360.11
2009-07-05,Raley's Supermarkets,4606.74
2009-07-05,Fresh & Easy,-1275.21
2009-07-05,Pep Boys,-463.6
2009-07-06,Home Shopping Network,5667.72
2009-07-07,Amphenol,-5912.18
2009-07-07,Synopsys,-1252.5
2009-07-08,Bronco Wine Company,219.5
2009-07-08,Ariba,-886.01
2009-07-08,CenturyLink,-46.14
2009-07-08,THQ,106.96
2009-07-09,SIRVA  Inc.,2011.99
2009-07-09,Colt's Manufacturing Company,-794.39
2009-07-09,NL Industries,-6660.01
2009-07-09,ABX Air,-17.7
2009-07-09,Seagate Technology,2851.26
2009-07-10,Johnson & Johnson,1214.99
2009-07-10,CNO Financial Group,-6901.39
2009-07-10,PPG Industries,4294.03
2009-07-11,Quest Diagnostics,-2129.69
2009-07-12,Biogen Idec,-9628.87
2009-07-12,Hardee's,-8368.52
2009-07-12,Numark Industries,-6984.78
2009-07-12,Sbarro,-68.41
2009-07-12,Penske Corporation,-3895.33
2009-07-12,656547,-1288.98
2009-07-13,Sheetz  Inc.,-621.05
2009-07-13,Johnsonville Foods,-1812.89
2009-07-13,Marlin Firearms,2.98
2009-07-13,Gap,-2852.71
2009-07-13,Dura Automotive Systems,6430.17
2009-07-13,Firestone Tire and Rubber Company,-5634.52
2009-07-14,Doculabs,-2717.79
2009-07-14,Penske Corporation,941.16
2009-07-14,Gojo Industries,3619.05
2009-07-14,Hawaiian Airlines,-3558.87
2009-07-14,BlackRock,-3576.65
2009-07-14,Illinois Tool Works,1431.52
2009-07-16,Roush Performance,5798.86
2009-07-16,Chesapeake Energy,644.85
2009-07-16,Ariba,-1088.7
2009-07-16,Altra Industrial Motion,-151.69
2009-07-18,The Compleat Sculptor  Inc.,-9095.08
2009-07-18,Fred Meyer,-3159.19
2009-07-18,Devon Energy,2846.22
2009-07-18,32325,-3910.73
2009-07-18,Authentic Brands Group,-2935.91
2009-07-18,Fluor Corporation,-318.92
2009-07-18,Jack in the Box,-3043.12
2009-07-18,Midwest Communications,-670.46
2009-07-19,Huntington Ingalls Industries,-4045.76
2009-07-20,Haworth Inc.,3473.34
2009-07-20,Discovery Communications,487.98
2009-07-21,CSX Corporation,-1748.77
2009-07-21,Carrier Corporation,3414.96
2009-07-21,Sun Capital Partners,-2565.89
2009-07-21,55554,-7234.37
2009-07-21,Riceland Foods,-355.3
2009-07-21,Dippin' Dots,-64.96
2009-07-21,Oaktree Capital Management,3287.84
2009-07-21,Rollins Inc.,488.55
2009-07-22,Foot Locker,-2738.71
2009-07-23,Infor Global Solutions,8697.54
2009-07-23,Lodge Manufacturing Company,-6521.58
2009-07-23,Service Corporation International (SCI),155.95
2009-07-23,Teradata,329.14
2009-07-24,LeapFrog Enterprises,-4901.95
2009-07-24,Russell Stover Candies,-1491.3
2009-07-25,Sizzler,-4480.27
2009-07-25,Bain & Company,-8299.09
2009-07-25,Marshall Pottery,-2356.41
2009-07-25,CDI Corporation,-862.22
2009-07-25,Academi,-1617.28
2009-07-25,Sbarro,-142.14
2009-07-25,55554,-7729.33
2009-07-26,Entergy,782.92
2009-07-26,ITT Corporation,-2892.8
2009-07-26,Loews Corporation,-122.77
2009-07-26,First Hawaiian Bank,-1388.19
2009-07-26,Belkin,616.32
2009-07-27,Applebee's,-8267.6
2009-07-28,BlueLinx,559.27
2009-07-28,Magellan Navigation,-762.68
2009-07-28,Cabot Oil & Gas,-1913.9
2009-07-28,Groupon,-363.67
2009-07-28,Koch Industries,2507.45
2009-07-28,Oracle Corporation,-208.53
2009-07-28,32325,-409.51
2009-07-28,Biomet,-834.41
2009-07-29,Fosters Freeze,-435.98
2009-07-29,Bain Capital,-7877.65
2009-07-29,Babcock & Wilcox,-1978.4
2009-07-29,Tesoro,5383.87
2009-07-29,Oaktree Capital Management,-1307.75
2009-07-29,Shoney's,-1971.74
2009-07-29,Aramark,2024.62
2009-07-30,Pep Boys,-344.57
2009-07-30,Kurzweil Educational Systems,-2746.73
2009-07-30,Mattel,-950.97
2009-07-30,Sirius XM Radio,-827.01
2009-07-31,Clear Channel Communications,648.57
2009-07-31,Sony Pictures Entertainment,-1444.84
2009-07-31,Advance Publications,297.31
